Timestamp,Hydrogen Level (ppm),Rate of Change (ppm/s),Temperature (°C),Pressure (atm),Leakage Status
2024-11-26 00:00:00,0.2067921679444844,0.0,24.95029391407478,0.9950748981397193,Normal
2024-11-26 00:00:01,0.20881654565236046,0.002024377707876057,25.20437826795428,1.0191921832757251,Normal
2024-11-26 00:00:02,0.2520839975903612,0.043267451938000745,25.274180772322467,0.9889584724815251,Normal
2024-11-26 00:00:03,0.17316049984830229,-0.07892349774205892,25.07462749669514,1.00685641696177,Normal
2024-11-26 00:00:04,0.1431371909943029,-0.030023308853999398,25.223297826045798,1.015662354538855,Normal
2024-11-26 00:00:05,0.19977133547470133,0.05663414448039844,25.269872687222282,0.9949793415183176,Normal
2024-11-26 00:00:06,0.18289816654590813,-0.016873168928793203,24.300733658183006,0.9992644860791865,Normal
2024-11-26 00:00:07,0.29554627383736304,0.11264810729145491,25.596348118054753,0.9965745258774951,Normal
2024-11-26 00:00:08,0.17749999084275314,-0.1180462829946099,25.124849337738027,1.000100366793268,Normal
2024-11-26 00:00:09,0.19042206908357373,0.01292207824082059,25.645522630879203,0.9966924249908483,Normal
2024-11-26 00:00:10,0.17439321032084942,-0.016028858762724307,24.48648334446428,0.9865472932506747,Normal
2024-11-26 00:00:11,0.2780720479430638,0.10367883762221436,25.365183445033722,0.9983596460167314,Normal
2024-11-26 00:00:12,0.21259291668722974,-0.06547913125583404,25.541275287171864,1.0202117740658072,Normal
2024-11-26 00:00:13,0.2428876323041724,0.030294715616942663,25.150042010787015,0.9952059390324325,Normal
2024-11-26 00:00:14,0.1336910686416442,-0.1091965636625282,25.21195532230001,1.0095991811252916,Normal
2024-11-26 00:00:15,0.2274553914996561,0.0937643228580119,24.41685879870714,1.0014633793246073,Normal
2024-11-26 00:00:16,0.1676867541653248,-0.0597686373343313,24.88659722673715,0.9917651677644435,Normal
2024-11-26 00:00:17,0.14067014511612758,-0.027016609049197227,23.865784661356486,0.9979363793234932,Normal
2024-11-26 00:00:18,0.2384870466111834,0.09781690149505581,25.072466504674086,1.011231665753153,Normal
2024-11-26 00:00:19,0.20210568259160844,-0.03638136401957495,25.3138004365358,1.0018462668193922,Normal
2024-11-26 00:00:20,0.20389064515180888,0.0017849625602004426,26.07596859201728,1.0220255243498537,Normal
2024-11-26 00:00:21,0.18546575868474302,-0.01842488646706586,25.308787980311426,1.0026849054695026,Normal
2024-11-26 00:00:22,0.1253801336815401,-0.060085625003202914,25.78101297311948,1.0086475298243236,Normal
2024-11-26 00:00:23,0.1534317813988434,0.028051647717303285,24.889792902436064,0.9977709120005317,Normal
2024-11-26 00:00:24,0.21054597230926536,0.05711419091042197,24.435100327345918,0.9907709735803006,Normal
2024-11-26 00:00:25,0.2083324659014345,-0.0022135064078308564,24.724129234406615,1.0048635419351832,Normal
2024-11-26 00:00:26,0.17729667033983856,-0.03103579556159594,24.968009700739117,0.9981626769329943,Normal
2024-11-26 00:00:27,0.11251125444095925,-0.06478541589887932,24.72499608348453,1.004607263139577,Normal
2024-11-26 00:00:28,0.2046407468228307,0.09212949238187146,25.275049676421492,1.0031078467092127,Normal
2024-11-26 00:00:29,0.25402067607496903,0.04937992925213833,25.04499052221194,0.9948686093539163,Normal
2024-11-26 00:00:30,0.2010881771863878,-0.05293249888858123,25.060596075822332,0.9876334619171896,Normal
2024-11-26 00:00:31,0.23738414036912892,0.036295963182741114,25.236981559494918,0.9966544588472424,Normal
2024-11-26 00:00:32,0.2565749070526278,0.019190766683498894,25.39092471088356,0.987251738690852,Normal
2024-11-26 00:00:33,0.1925928739324747,-0.0639820331201531,25.091311406594613,1.003271503930886,Normal
2024-11-26 00:00:34,0.20607127358884245,0.01347839965636774,24.934774635424045,1.0089036949597399,Normal
2024-11-26 00:00:35,0.16494559564791705,-0.04112567794092539,26.32283081554347,0.9903325744280467,Normal
2024-11-26 00:00:36,0.31654188593990806,0.151596290291991,25.28986214357816,0.9910133635057893,Normal
2024-11-26 00:00:37,0.2428582773921081,-0.07368360854779996,25.365752204490487,1.0120903723164036,Normal
2024-11-26 00:00:38,0.27320179986585896,0.030343522473750856,25.17561666163909,1.0078990903552139,Normal
2024-11-26 00:00:39,0.1890627267749122,-0.08413907309094676,24.625616446650458,1.0102423991979599,Normal
2024-11-26 00:00:40,0.17330360846051515,-0.015759118314397053,24.887196226656904,0.9775657868681796,Normal
2024-11-26 00:00:41,0.15931804865782656,-0.01398555980268859,24.9789288972494,0.9982536270622951,Normal
2024-11-26 00:00:42,0.19914035608304656,0.03982230742522,24.499172369089855,1.0114206759902675,Normal
2024-11-26 00:00:43,0.16948648333605293,-0.02965387274699363,25.105833007603113,0.9969402630342966,Normal
2024-11-26 00:00:44,0.22774395675382147,0.058257473417768546,24.84861910608294,0.9876789112012023,Normal
2024-11-26 00:00:45,0.20945694222238548,-0.018287014531435997,25.249831448118233,1.0172457858060562,Normal
2024-11-26 00:00:46,0.2735957459286137,0.06413880370622821,24.551384306067433,1.013393080252193,Normal
2024-11-26 00:00:47,0.2299504298614953,-0.043645316067118384,24.91163630780409,1.0031061004424833,Normal
2024-11-26 00:00:48,0.16065733249766687,-0.06929309736382844,26.3303243620567,1.0147202853838146,Normal
2024-11-26 00:00:49,0.24849623555781455,0.08783890306014769,24.606077380359995,0.996609706921436,Normal
2024-11-26 00:00:50,0.2539595647438662,0.005463329186051663,25.580090528883417,1.0055174443827923,Normal
2024-11-26 00:00:51,0.19495038053526195,-0.059009184208604265,25.597657295456035,1.0186189338650293,Normal
2024-11-26 00:00:52,0.1882354686680438,-0.0067149118672181485,24.455313800761193,1.0148626644239993,Normal
2024-11-26 00:00:53,0.22136885086612035,0.033133382198076544,25.692548780923925,0.9987483168528994,Normal
2024-11-26 00:00:54,0.1661066445835692,-0.05526220628255116,24.941622797954736,1.002985392880554,Normal
2024-11-26 00:00:55,0.21411141110311202,0.04800476651954283,25.59643685556489,0.9995870090750605,Normal
2024-11-26 00:00:56,0.28549221912728373,0.07138080802417171,24.701197980039673,1.0180953116008262,Normal
2024-11-26 00:00:57,0.23665802028080674,-0.048834198846476995,24.03910785022123,1.0096541968513786,Normal
2024-11-26 00:00:58,0.17939060307443386,-0.05726741720637288,25.656265825412778,1.008213869410433,Normal
2024-11-26 00:00:59,0.17758495608008112,-0.0018056469943527331,25.181522822335204,0.9951816642871085,Normal
2024-11-26 00:01:00,0.22347565141060122,0.04589069533052009,25.6448988898079,0.9990580060844784,Normal
2024-11-26 00:01:01,0.16846848266329978,-0.05500716874730144,25.085737124363916,0.9927846196567465,Normal
2024-11-26 00:01:02,0.20535427962063083,0.036885796957331046,25.744606033367614,1.001895046171224,Normal
2024-11-26 00:01:03,0.17037738541488953,-0.034976894205741293,24.46384776469757,1.005980259282155,Normal
2024-11-26 00:01:04,0.18371194925599973,0.013334563841110203,24.91107738224849,1.012792593827632,Normal
2024-11-26 00:01:05,0.19317464445733767,0.00946269520133794,24.629403841203878,1.0081933691953173,Normal
2024-11-26 00:01:06,0.056917032335708384,-0.1362576121216293,24.174226639225935,1.0150492820185595,Normal
2024-11-26 00:01:07,0.14299684622560987,0.08607981388990149,24.88361274352292,1.0156224488143197,Normal
2024-11-26 00:01:08,0.20769575912654367,0.0646989129009338,25.14337134643077,0.9958318068675297,Normal
2024-11-26 00:01:09,0.14058668863424525,-0.06710907049229842,25.239842022965945,0.9931626985967664,Normal
2024-11-26 00:01:10,0.23830191532666675,0.0977152266924215,24.90090732145773,0.9896313344544497,Normal
2024-11-26 00:01:11,0.11368790500928908,-0.12461401031737768,24.994197901665082,1.005153143262258,Normal
2024-11-26 00:01:12,0.15377746808951176,0.040089563080222684,25.349055565144365,1.0071106306579656,Normal
2024-11-26 00:01:13,0.1717395307806526,0.01796206269114084,24.89946740990994,1.0107068943275122,Normal
2024-11-26 00:01:14,0.24949831738602832,0.07775878660537572,25.224668969061018,0.998661323801698,Normal
2024-11-26 00:01:15,0.22025183835296983,-0.029246479033058492,23.752922959731524,0.9983835848210035,Normal
2024-11-26 00:01:16,0.13236579120105876,-0.08788604715191106,25.484995014857983,0.9968708575694855,Normal
2024-11-26 00:01:17,0.1508044469654104,0.018438655764351636,25.10896014069189,0.9921511890440056,Normal
2024-11-26 00:01:18,0.14947803595536283,-0.0013264110100475734,24.99562245039191,0.9833790989041679,Normal
2024-11-26 00:01:19,0.17371766288920887,0.024239626933846042,24.68964794068035,0.9763076481602326,Normal
2024-11-26 00:01:20,0.22583874087332068,0.05212107798411181,24.63034027080217,1.0107173492774613,Normal
2024-11-26 00:01:21,0.25650971322763766,0.030670972354316983,25.071201937133566,1.0037136536082765,Normal
2024-11-26 00:01:22,0.2823534772718812,0.025843764044243545,25.627020995189355,1.0077598250181767,Normal
2024-11-26 00:01:23,0.13859431169497882,-0.14375916557690238,24.960360685795514,1.0072612533883978,Normal
2024-11-26 00:01:24,0.12935428991305697,-0.009240021781921848,25.05112994037182,1.0014633702420224,Normal
